Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,release height,RelX,RelZ,Chase%,Barrel%,Fly%,Ground%,BaU,Tilt,SpinDir,wOBA,Throws,4FB stuff+,85/15 perf scale velo scale stuff+,shape+ 4FB,general performance+,P,Vel,pvelo,HorzBrk,ABS horzBreak,IndVertBrk,Spin,HorzApprAngle,xVAA T1/3,VertApprAngle,Extension,InZone%,IZ Whiff,OZ Whiff,SwStrk%,perf multiplier velo scale stuff+,50/50 perf scale velo scale stuff+,pvelo scale stuff+ 4FB,fixed scale stuff+ 4FB (pre break),vel brk stuff+ 4FB,eno sarris stuff+ 4FB,outlier
1,1322193408,C. Beilenson,Charlie Beilenson,Beilenson,Charlie,P,Duke University,DUKE,730336256,Duke,BBC,R,R,68.00,-26.6,68.0,21.0%,25.0%,34.3%,40.0%,25,12:55,-152.3,.322,R,109.64,547.67,521.60,26.64%,271,93.2,91.76,8.4,8.40,16.8,2348.1,-1.66,-4.28,-4.84,5.57,56.1%,-,-,17.3%,138.93,120.67,513.57,304.61,1396.19,5184.29,412.16
1,1163140864,D. Niman,Dominic Niman,Niman,Dominic,P,University of Kentucky,UK,5362,Kentucky,BBC,L,L,70.06,23.4,70.1,26.9%,9.7%,33.3%,30.3%,24,10:45,142.7,.263,L,104.40,521.47,510.67,22.25%,209,91.2,90.72,-11.5,11.52,16.1,2144.3,1.12,-4.61,-4.93,6.13,50.2%,-,-,12.9%,113.61,108.33,507.97,275.20,1383.95,5200.84,378.20
1,1303130368,E. Moore,Evan Moore,Moore,Evan,P,Boston College,BC,227,Boston College,BBC,R,R,73.16,-7.8,73.2,16.7%,0.0%,26.7%,33.3%,21,1:04,-147.8,.233,R,104.89,523.94,494.65,26.45%,126,90.7,88.31,11.1,11.14,18.9,1895.7,-0.06,-4.81,-5.45,5.01,61.3%,-,-,15.9%,130.81,117.48,481.25,243.11,1399.02,4534.31,337.00
1,1165448704,O. Coady,Owen Coady,Coady,Owen,P,University of Virginia,UVA,5415,Virginia,BBC,R,L,72.73,17.7,72.7,18.3%,23.8%,25.0%,33.3%,25,11:07,153.3,.372,L,84.35,421.33,427.50,14.67%,217,87.5,87.38,-8.2,8.21,17.2,2154.8,1.07,-5.12,-5.85,6.34,44.2%,-,-,5.1%,62.72,80.55,426.75,202.67,1334.29,4810.17,379.12
1,1181649664,J. Dechiaro,Joey Dechiaro,Dechiaro,Joey,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,L,72.35,14.8,72.3,11.6%,27.3%,20.0%,33.3%,23,11:05,152.3,.388,L,94.31,471.06,490.07,13.71%,100,91.1,90.49,-9.0,9.03,18.3,2117.7,0.31,-4.65,-5.24,6.09,50.6%,-,-,2.0%,67.20,84.37,486.96,257.30,1387.87,4792.72,373.59
1,1192944384,J. Charles,Joe Charles,Charles,Joe,P,Florida State University,FSU,101,Florida State,BBC,R,R,68.39,-18.6,68.4,19.8%,7.1%,25.0%,42.9%,24,12:58,-150.9,.320,R,100.36,501.28,507.41,17.72%,173,93.4,91.80,8.5,8.54,16.3,2245.6,-1.02,-4.43,-5.22,5.47,50.0%,-,-,6.9%,89.93,96.40,498.44,290.07,1382.57,4825.65,395.03
1,1311346176,T. Mcdonough,Tobey Mcdonough,Mcdonough,Tobey,P,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,65.40,-17.6,65.4,23.1%,10.0%,31.8%,40.9%,25,1:02,-148.8,.329,R,101.11,505.02,496.28,21.17%,185,92.3,92.91,8.4,8.37,14.6,2275.7,-1.16,-4.34,-4.85,6.79,50.5%,-,-,11.4%,105.04,104.11,499.86,291.08,1344.42,4764.63,399.49
1,1084214784,W. Mcentire,Will Mcentire,Mcentire,Will,P,University of Arkansas,ARK,3375,Arkansas,BBC,L,R,79.22,-7.1,79.2,27.5%,25.0%,24.4%,36.6%,23,12:03,-178.3,.367,R,77.02,384.74,367.17,18.55%,273,89.7,88.67,0.6,0.59,20.8,2092.0,-0.63,-5.20,-5.88,5.81,45.2%,-,-,9.5%,68.09,84.42,361.41,166.39,1322.43,4052.76,368.26
1,1281346048,T. Mayer,Tom Mayer,Mayer,Tom,P,University of California,CAL,730152448,California,BBC,R,R,70.88,-24.5,70.9,7.7%,0.0%,50.0%,0.0%,25,1:09,-145.3,.222,R,150.33,750.92,785.25,20.97%,23,90.4,89.73,9.7,9.69,14.8,2275.9,-1.42,-,-5.16,6.02,40.9%,-,-,13.0%,164.64,132.62,781.47,614.33,1346.46,5113.10,399.57
1,1290326016,C. Degaetano,Chic Degaetano,Degaetano,Chic,P,Penn State University,PSU,5326,Penn State,BBC,R,R,73.58,-11.9,73.6,14.3%,22.2%,22.2%,33.3%,25,1:12,-143.9,.416,R,96.96,484.32,507.72,13.24%,84,90.8,89.21,11.7,11.69,17.1,2254.0,0.25,-4.80,-4.96,5.53,33.3%,-,-,7.1%,67.24,84.94,499.25,265.03,1407.06,4836.08,396.45
1,1165449216,B. Zeldin,Brian Zeldin,Zeldin,Brian,P,University of Georgia,UGA,226,Georgia,BBC,R,R,69.90,-15.4,69.9,24.8%,29.7%,46.2%,17.9%,25,1:02,-148.9,.539,R,100.56,502.28,519.05,15.40%,235,92.7,90.80,9.6,9.56,16.7,2364.6,-0.69,-4.48,-4.73,5.30,39.7%,-,-,7.2%,79.93,91.61,508.39,294.01,1404.68,4826.81,414.84
1,1322820608,J. Eckhardt,Justin Eckhardt,Eckhardt,Justin,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,64.94,-21.1,64.9,10.5%,33.3%,14.3%,28.6%,22,1:16,-142.2,.610,R,94.32,471.12,459.21,20.58%,41,90.8,91.26,9.1,9.10,12.9,2032.7,-1.14,-4.61,-5.52,6.66,53.7%,-,-,9.8%,94.50,98.88,461.50,255.42,1291.19,4760.06,358.70
1,1308008192,M. Murrell,Mitch Murrell,Murrell,Mitch,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,70.41,-14.8,70.4,19.4%,12.5%,30.0%,60.0%,24,1:09,-145.5,.349,R,107.92,539.07,543.85,19.46%,60,91.7,91.69,12.1,12.14,18.7,2176.8,-0.23,-4.48,-5.60,6.43,47.5%,-,-,10.0%,105.85,104.52,543.97,291.56,1440.46,5052.61,384.20
1,1116314624,A. Solis,Alex Solis,Solis,Alex,P,University of Houston,HOU,3030,Houston,BBC,L,R,73.60,-3.5,73.6,25.5%,14.7%,27.0%,40.5%,24,1:14,-143.1,.407,R,108.86,543.73,552.21,18.82%,215,94.7,93.54,12.6,12.58,17.7,2302.4,0.70,-4.69,-5.29,5.73,48.4%,-,-,8.8%,103.91,103.70,545.68,300.03,1466.74,4669.50,405.58
1,1142737920,H. Omlid,Hunter Omlid,Omlid,Hunter,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,66.11,-28.2,66.1,37.9%,15.4%,32.1%,32.1%,27,1:04,-148.2,.262,R,118.23,590.57,596.27,21.22%,152,92.7,91.59,11.3,11.35,19.3,2467.4,-1.28,-3.88,-4.37,5.79,37.5%,-,-,15.8%,126.51,114.28,590.33,352.65,1475.89,5578.87,432.73
1,1254449408,T. Lane,Travis Lane,Lane,Travis,P,Boston College,BC,227,Boston College,BBC,L,R,66.70,-25.9,66.7,6.7%,100.0%,100.0%,0.0%,26,12:39,-160.6,.824,R,88.00,439.55,438.28,17.01%,24,87.5,86.14,5.1,5.08,15.4,2281.7,-1.92,-4.36,-5.34,5.60,37.5%,-,-,8.3%,74.57,87.64,430.53,250.49,1281.06,4785.03,399.50
1,1284211968,J. Porter,Jake Porter,Porter,Jake,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,71.24,-25.5,71.2,19.6%,12.5%,33.3%,55.6%,23,1:07,-146.3,.356,R,82.46,411.90,415.35,14.91%,103,89.8,88.52,8.2,8.22,13.2,2063.1,-1.56,-5.10,-5.66,5.66,45.1%,-,-,4.9%,61.95,79.95,408.12,211.21,1280.01,4880.22,363.60
1,1317475840,C. Wade,Crawford Wade,Wade,Crawford,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,L,74.59,17.2,74.6,58.3%,11.1%,33.3%,33.3%,24,11:20,159.9,.000,L,88.09,440.03,398.48,25.97%,30,87.1,86.73,-6.3,6.27,18.1,2107.7,0.97,-5.23,-5.64,6.23,60.0%,-,-,13.3%,103.49,106.61,396.67,179.65,1318.19,4678.55,370.95
1,1311169536,M. Patel,Mason Patel,Patel,Mason,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,63.97,-23.8,64.0,19.0%,6.3%,41.2%,29.4%,24,1:10,-144.8,.400,R,104.13,520.12,515.84,20.75%,93,88.5,87.53,11.2,11.19,17.1,2123.5,-1.78,-4.31,-5.08,5.87,54.8%,-,-,9.7%,107.04,105.01,510.62,281.44,1369.73,5116.96,374.52
1,1237785600,Z. Devito,Zach Devito,Devito,Zach,P,University of Georgia,UGA,226,Georgia,BBC,R,R,70.25,-17.8,70.2,23.3%,7.7%,30.8%,53.8%,23,1:04,-147.9,.479,R,103.16,515.29,530.46,16.25%,60,91.1,88.76,11.2,11.20,19.0,2137.6,-0.93,-4.48,-5.17,5.05,50.0%,-,-,5.0%,86.20,94.93,517.46,282.16,1426.92,5002.99,377.52
1,1324345088,H. Hodges,Hunter Hodges,Hodges,Hunter,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,72.28,-15.0,72.3,13.2%,0.0%,0.0%,75.0%,27,12:35,-162.7,.376,R,136.14,680.01,758.23,8.53%,54,90.9,89.85,5.1,5.11,17.3,2436.2,-0.72,-,-4.93,5.81,29.6%,-,-,1.9%,64.66,98.01,752.49,601.83,1355.36,4598.74,425.86
1,1142133760,C. Boxrucker,Cade Boxrucker,Boxrucker,Cade,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,69.02,-28.7,69.0,22.0%,21.4%,26.7%,40.0%,25,1:16,-141.9,.435,R,117.50,586.92,589.31,21.81%,91,92.7,90.53,13.4,13.38,18.1,2320.3,-1.20,-4.13,-4.90,5.14,54.9%,-,-,11.0%,128.54,115.11,577.14,336.55,1466.54,5619.38,408.44
1,1175606528,B. Mabeus,Boston Mabeus,Mabeus,Boston,P,Brigham Young University,BYU,730257152,BYU,BBC,R,L,76.08,14.1,76.1,19.4%,18.8%,31.4%,42.9%,25,10:56,148.0,.389,L,94.56,472.33,466.45,19.29%,191,91.1,88.94,-10.0,9.98,17.2,2244.7,0.09,-5.18,-5.79,5.17,48.7%,-,-,9.4%,89.96,96.29,454.57,229.29,1392.88,4811.95,394.81
1,1299327744,L. Sterner,Luke Sterner,Sterner,Luke,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,79.10,-28.3,79.1,18.6%,27.8%,39.5%,26.3%,24,12:40,-159.8,.380,R,87.86,438.88,432.21,18.19%,242,90.1,89.61,6.8,6.80,19.4,2176.0,-1.86,-5.21,-5.80,6.15,46.7%,-,-,8.7%,78.61,90.04,429.71,202.18,1377.82,5294.80,383.32
1,1208372736,R. Hostert,Randon Hostert,Hostert,Randon,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,74.75,-17.8,74.8,30.2%,19.7%,29.6%,38.3%,24,12:49,-155.6,.332,R,92.86,463.85,448.88,20.98%,389,90.3,90.56,7.7,7.73,17.9,2133.6,-1.16,-4.98,-5.63,6.57,56.6%,-,-,9.0%,94.19,98.88,450.32,223.40,1361.65,4859.49,376.05
1,1142910464,B. Vespi,Ben Vespi,Vespi,Ben,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,69.40,-28.1,69.4,23.1%,22.0%,23.9%,37.0%,24,12:44,-157.9,.343,R,90.36,451.37,442.22,19.21%,250,89.7,89.45,6.1,6.08,16.3,2171.9,-2.20,-4.64,-5.48,6.30,53.2%,-,-,8.0%,84.97,93.67,441.09,239.06,1315.55,5025.43,381.93
1,1076276480,X. Lovett,Xavier Lovett,Lovett,Xavier,P,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,71.41,-9.3,71.4,15.8%,0.0%,0.0%,100.0%,23,12:54,-152.8,.496,R,141.71,707.85,785.79,9.65%,27,93.1,92.81,8.0,7.99,16.5,2172.2,-0.07,-,-5.67,6.28,29.6%,-,-,3.7%,75.82,103.65,784.46,613.86,1369.60,4486.63,382.59
1,1149732864,T. Witt,Tanner Witt,Witt,Tanner,P,University of Texas,TEX,245,Texas,BBC,R,R,80.72,-20.3,80.7,25.5%,35.7%,62.5%,12.5%,28,12:46,-156.9,.482,R,89.71,448.08,427.23,21.69%,84,91.0,90.86,7.0,7.02,17.3,2515.5,-1.18,-5.46,-5.84,6.35,44.0%,-,-,14.3%,92.65,98.50,426.58,206.09,1384.93,5088.23,439.65
1,1286571264,B. Hudgens,Bryson Hudgens,Hudgens,Bryson,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,76.38,-19.8,76.4,37.8%,18.2%,33.3%,25.0%,24,12:53,-153.5,.343,R,94.32,471.13,454.19,21.69%,75,91.2,90.76,8.5,8.52,18.1,2167.2,-1.04,-5.16,-5.47,6.14,50.7%,-,-,12.0%,98.53,101.24,451.55,220.39,1386.43,5012.84,381.93
1,1230495488,J. Allen,Josh Allen,Allen,Josh,P,Duke University,DUKE,730336256,Duke,BBC,L,L,57.87,21.9,57.9,0.0%,20.0%,40.0%,40.0%,24,11:03,151.4,.378,L,134.92,673.94,733.21,12.50%,32,87.9,87.69,-7.0,7.04,14.3,2125.7,1.21,-4.26,-4.76,6.27,50.0%,-,-,0.0%,91.65,105.68,731.85,581.18,1274.23,4617.41,373.49
1,1256934656,N. Conte,Nick Conte,Conte,Nick,P,Duke University,DUKE,730336256,Duke,BBC,R,R,65.56,-22.4,65.6,5.6%,0.0%,33.3%,33.3%,26,12:38,-161.1,.430,R,100.82,503.62,534.49,12.32%,28,96.0,94.47,5.4,5.40,16.4,2449.3,-1.57,-3.84,-4.50,5.53,35.7%,-,-,3.6%,65.86,85.27,526.04,341.44,1389.24,4842.74,428.85
1,1268527872,C. Hults,Connor Hults,Hults,Connor,P,Florida State University,FSU,101,Florida State,BBC,L,L,68.18,17.3,68.2,13.3%,50.0%,25.0%,25.0%,27,10:47,143.7,.605,L,76.60,382.63,386.52,13.70%,27,89.1,87.52,-6.9,6.95,10.7,2417.9,1.50,-5.29,-5.77,5.50,44.4%,-,-,3.7%,52.97,73.95,377.82,204.35,1249.49,4464.68,421.99
1,1230509056,B. Hampton,Ben Hampton,Hampton,Ben,P,Texas Christian University,TCU,5045,TCU,BBC,L,L,76.27,22.0,76.3,22.2%,100.0%,50.0%,50.0%,28,11:24,162.2,.000,L,76.90,384.10,338.73,24.69%,24,85.3,83.73,-5.0,5.02,17.0,2369.6,1.34,-5.87,-6.52,5.52,60.9%,-,-,12.5%,83.64,97.33,330.23,129.63,1293.68,4788.99,414.13
1,1176353024,D. Howard,Duncan Howard,Howard,Duncan,P,University of Houston,HOU,3030,Houston,BBC,R,R,75.75,-20.6,75.8,19.0%,17.5%,27.9%,44.2%,24,12:17,-171.4,.332,R,75.86,378.92,369.16,16.59%,216,91.2,91.36,2.4,2.37,16.1,2201.3,-1.56,-5.27,-5.92,6.51,50.9%,-,-,5.1%,61.25,79.61,370.05,182.77,1287.09,4582.12,386.40
1,1282376448,C. Walty,Cam Walty,Walty,Cam,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,66.63,-22.6,66.6,31.2%,27.5%,33.7%,32.6%,26,1:07,-146.4,.326,R,110.56,552.26,552.99,20.86%,495,90.6,89.62,11.3,11.33,18.0,2371.0,-1.21,-4.19,-4.69,5.82,56.0%,-,-,9.1%,115.36,109.02,547.36,314.24,1427.24,5258.42,416.15
1,1188030720,K. Haynes,Kevin Haynes,Haynes,Kevin,P,Washington State University,WSU,4505,Washington State,BBC,R,R,77.32,-8.0,77.3,21.4%,16.7%,30.0%,38.6%,25,12:09,-175.3,.427,R,76.46,381.90,367.57,17.72%,418,89.9,89.68,1.5,1.53,18.6,2208.4,-0.30,-5.26,-5.80,6.29,48.4%,-,-,7.4%,65.13,82.34,366.39,172.82,1309.40,4126.79,387.43
1,1185347584,B. Mullan,Bradley Mullan,Mullan,Bradley,P,University of Oregon,ORE,4807,Oregon,BBC,L,L,73.81,23.4,73.8,19.7%,12.5%,19.4%,44.4%,24,11:02,150.9,.373,L,87.06,434.89,431.95,17.21%,214,90.3,89.97,-8.1,8.07,15.5,2129.0,1.31,-5.09,-5.61,6.25,43.0%,-,-,8.4%,74.33,87.50,430.37,216.13,1326.26,4974.63,374.96
1,1194403072,T. Davis,Tyler Davis,Davis,Tyler,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,70.91,19.3,70.9,27.5%,10.3%,24.4%,34.1%,25,11:01,150.5,.242,L,113.58,567.32,554.28,24.49%,261,91.6,91.25,-10.9,10.87,20.3,2313.8,0.93,-4.33,-4.95,6.21,57.9%,-,-,13.8%,135.75,118.46,552.35,303.10,1464.48,5248.19,407.09
1,1204445952,C. Markl,Connor Markl,Markl,Connor,P,Arizona State University,ASU,5035,Arizona State,BBC,L,L,72.09,18.8,72.1,8.8%,50.0%,28.6%,14.3%,26,10:34,136.8,.344,L,105.33,526.12,539.34,17.10%,58,89.1,87.39,-15.6,15.62,17.6,2295.2,0.52,-4.91,-5.82,5.41,41.4%,-,-,8.6%,92.20,97.99,529.77,270.17,1448.34,5365.01,403.99
1,1209806592,B. Girton,Brendan Girton,Girton,Brendan,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,63.56,-19.7,63.6,22.7%,16.2%,18.9%,45.9%,24,1:00,-149.9,.429,R,113.00,564.42,565.78,21.19%,534,94.2,94.29,9.3,9.28,17.1,2238.8,-0.98,-3.78,-4.31,6.44,43.7%,-,-,13.5%,119.87,111.14,566.03,345.69,1409.76,4968.03,394.11
1,1304426496,Z. Hise,Zach Hise,Hise,Zach,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,74.39,-29.0,74.4,29.4%,14.3%,14.3%,42.9%,25,1:02,-148.8,.288,R,84.41,421.63,424.83,15.34%,37,91.2,90.56,8.2,8.25,14.4,2313.9,-2.18,-5.34,-5.71,6.07,52.8%,-,-,2.7%,65.17,82.00,421.55,212.18,1334.39,5236.39,405.94
1,1143029248,T. Luensmann,Travis Luensmann,Luensmann,Travis,P,Penn State University,PSU,5326,Penn State,BBC,R,R,79.56,-10.0,79.6,19.6%,12.6%,27.8%,51.5%,23,12:25,-167.3,.336,R,87.26,435.89,428.65,18.20%,710,91.8,91.88,4.4,4.39,20.6,2150.8,-0.61,-5.09,-5.69,6.47,44.7%,-,-,9.2%,78.02,89.71,429.14,206.59,1384.15,4504.30,378.97
1,1209805824,J. Hitt,James Hitt,Hitt,James,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,L,68.29,28.4,68.3,18.9%,16.7%,31.3%,40.6%,24,10:46,143.1,.497,L,94.13,470.16,474.74,16.88%,155,91.8,90.38,-9.7,9.69,13.8,2192.9,1.89,-4.74,-5.29,5.59,52.3%,-,-,5.2%,80.15,90.96,466.85,261.74,1335.00,5150.88,385.89
1,1233347329,J. Mallitz,Josh Mallitz,Mallitz,Josh,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,77.53,-10.7,77.5,15.5%,35.3%,16.7%,44.4%,25,12:52,-153.8,.583,R,91.04,454.74,461.62,15.78%,123,92.9,91.86,8.0,7.98,17.1,2306.1,-0.31,-5.10,-5.74,5.79,42.3%,-,-,6.5%,72.86,86.83,455.68,237.23,1390.63,4640.18,405.03
1,1079876096,K. Andrade,Kobe Andrade,Andrade,Kobe,P,Baylor University,BAY,3033,Baylor,BBC,L,L,73.37,11.4,73.4,25.4%,8.0%,33.3%,37.0%,25,10:51,145.7,.290,L,99.11,495.07,482.30,21.68%,167,89.3,87.04,-11.1,11.12,17.2,2259.1,-0.23,-4.98,-5.76,5.10,57.2%,-,-,10.2%,104.57,104.02,469.81,241.22,1390.75,4740.20,397.12
1,1079877120,G. Craig,Gabe Craig,Craig,Gabe,P,Baylor University,BAY,3033,Baylor,BBC,R,R,71.25,-23.6,71.3,11.8%,33.3%,33.3%,66.7%,28,12:50,-155.1,.426,R,85.86,428.89,435.05,14.96%,35,91.4,90.75,6.3,6.29,13.9,2557.2,-1.69,-4.99,-5.25,6.06,51.4%,-,-,2.9%,65.08,82.05,431.68,241.73,1327.51,4938.81,445.96
1,1242809600,L. Jones,Logan Jones,Jones,Logan,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,77.96,-18.9,78.0,14.7%,25.0%,46.2%,23.1%,28,12:37,-161.3,.585,R,88.88,443.98,433.80,19.16%,69,89.8,91.09,6.1,6.06,18.9,2522.4,-1.20,-5.24,-5.81,7.17,50.7%,-,-,8.7%,83.12,92.69,441.01,212.48,1390.70,5049.02,440.69
1,1301295360,J. Coleman,Javen Coleman,Coleman,Javen,P,Louisiana State University,LSU,5323,Louisiana State,BBC,S,L,71.65,28.6,71.7,19.0%,27.6%,38.7%,25.8%,25,11:04,152.2,.373,L,109.05,544.70,550.53,19.44%,232,91.1,90.50,-10.6,10.65,21.3,2245.5,1.56,-4.35,-4.97,6.05,45.7%,-,-,10.3%,107.05,105.14,547.04,295.17,1467.54,5596.97,395.86
1,1080322560,C. Hurley,Charlie Hurley,Hurley,Charlie,P,University of Texas,TEX,245,Texas,BBC,L,R,78.96,-22.1,79.0,22.2%,35.7%,18.8%,56.3%,25,1:18,-141.2,.277,R,85.05,424.81,418.86,17.49%,69,91.5,91.05,10.4,10.39,13.8,2273.0,-1.21,-5.74,-6.73,6.17,47.8%,-,-,7.2%,73.27,86.91,416.54,192.27,1347.45,5130.12,399.44
1,1185349120,M. Mcclure,Matt Mcclure,Mcclure,Matt,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,73.27,-18.3,73.3,21.9%,25.0%,55.6%,44.4%,24,1:18,-140.9,.468,R,94.69,472.95,496.39,12.80%,54,88.7,87.53,13.1,13.06,17.3,2131.3,-0.67,-4.96,-5.02,5.72,39.6%,-,-,3.7%,63.55,82.68,489.74,243.21,1396.42,5124.10,376.00
1,1102217728,I. Lohse,Ian Lohse,Lohse,Ian,P,University of Missouri,MIZZ,4806,Missouri,BBC,L,L,67.13,10.8,67.1,19.7%,10.5%,31.6%,36.8%,26,10:54,147.0,.430,L,99.97,499.34,509.99,16.65%,115,90.9,89.08,-9.8,9.78,15.9,2390.6,-0.23,-4.44,-4.44,5.38,33.3%,-,-,9.6%,84.89,93.89,500.11,289.76,1378.89,4594.12,418.64
1,1323246336,C. Purcell,Colin Purcell,Purcell,Colin,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,70.94,-7.8,70.9,24.3%,20.0%,32.1%,35.8%,25,1:01,-149.5,.440,R,94.15,470.27,470.60,17.83%,230,89.5,88.23,9.4,9.44,17.0,2197.4,-0.03,-4.84,-5.39,5.71,53.5%,-,-,6.1%,83.90,92.97,463.84,241.73,1364.81,4475.37,386.45
1,1185352960,C. Austin,Channing Austin,Austin,Channing,P,University of Southern California,USC,5047,USC,BBC,R,R,73.79,-23.2,73.8,21.4%,0.0%,37.5%,50.0%,27,1:17,-141.4,.380,R,117.26,585.71,602.83,18.50%,94,94.3,93.72,14.8,14.76,19.7,2515.1,-0.71,-4.55,-4.76,6.06,40.4%,-,-,10.6%,111.52,107.97,599.46,329.85,1537.63,5758.50,441.55
1,1142402816,K. Corbett,Kaleb Corbett,Corbett,Kaleb,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,72.46,-4.2,72.5,24.4%,25.0%,47.4%,21.1%,24,12:33,-163.7,.429,R,102.18,510.39,498.60,22.05%,245,93.8,93.28,5.6,5.56,20.2,2236.1,0.27,-4.41,-5.13,6.09,46.5%,-,-,13.9%,109.92,106.60,495.54,277.93,1415.84,4299.87,393.51
1,1123411712,M. Huffing,Max Huffing,Huffing,Max,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,L,77.08,16.8,77.1,13.2%,21.4%,25.0%,43.8%,25,10:54,146.8,.524,L,90.34,451.25,454.78,16.40%,93,87.9,87.69,-10.9,10.92,17.8,2198.1,0.99,-5.27,-5.99,6.28,43.0%,-,-,7.5%,74.57,87.71,453.46,209.02,1381.36,5040.69,386.96
1,1299329792,N. Matheny,Noah Matheny,Matheny,Noah,P,Michigan State University,MSU,1551,Michigan State,BBC,L,R,66.94,-22.3,66.9,21.3%,20.0%,13.3%,46.7%,23,1:00,-149.8,.177,R,96.44,481.71,501.68,13.91%,85,89.9,89.62,9.3,9.29,17.2,2041.4,-1.50,-4.28,-5.35,6.24,44.7%,-,-,3.5%,69.77,86.04,499.96,276.86,1356.81,4974.76,360.78
1,1259145472,L. Tabeling,Logan Tabeling,Tabeling,Logan,P,University of Illinois,ILL,730163456,Illinois,BBC,L,R,75.15,-18.6,75.2,17.6%,15.0%,25.0%,46.4%,25,12:47,-156.3,.394,R,100.05,499.74,499.91,18.99%,210,92.3,92.17,8.0,7.97,19.3,2344.0,-0.91,-4.67,-5.33,6.35,47.8%,-,-,9.5%,94.92,98.89,499.23,268.59,1423.57,5055.62,411.62
1,1233347840,S. Hierholzer,Storm Hierholzer,Hierholzer,Storm,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,62.91,-27.0,62.9,6.3%,-,-,-,27,1:29,-135.6,.436,R,120.93,604.05,592.91,25.47%,27,94.2,93.71,13.5,13.46,14.8,2507.6,-1.44,-4.06,-4.15,6.13,40.7%,-,-,18.5%,151.00,124.84,590.15,359.11,1441.82,5520.09,439.27
1,1332470272,C. Little,Christian Little,Little,Christian,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,77.20,-12.7,77.2,27.6%,13.3%,20.6%,50.0%,25,12:42,-159.2,.502,R,102.53,512.12,504.29,21.23%,187,94.5,92.89,7.3,7.26,20.0,2402.5,-0.50,-4.76,-5.19,5.47,47.3%,-,-,12.3%,107.08,105.09,495.27,271.72,1451.95,4809.84,421.65
1,1243066368,H. Fanning,Hollis Fanning,Fanning,Hollis,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,73.79,-17.9,73.8,26.5%,16.7%,33.3%,27.8%,26,1:08,-145.8,.622,R,97.01,484.56,473.94,20.80%,93,91.4,91.84,9.5,9.48,15.1,2333.8,-1.31,-4.89,-5.46,6.65,47.3%,-,-,11.8%,98.59,100.93,476.20,254.54,1363.33,4957.79,409.44
1,1143466752,J. Sokol,Jack Sokol,Sokol,Jack,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,67.02,-22.2,67.0,14.4%,13.0%,30.8%,42.3%,24,1:08,-146.1,.404,R,99.92,499.08,507.48,17.14%,160,90.0,90.33,10.8,10.77,17.0,2161.8,-0.92,-4.52,-5.13,6.58,43.8%,-,-,8.1%,86.96,94.90,509.08,273.04,1381.95,5134.36,380.95
1,1257000960,N. Victor,Najer Victor,Victor,Najer,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,75.32,-17.9,75.3,34.8%,9.1%,41.7%,50.0%,24,12:44,-158.2,.488,R,106.35,531.24,518.52,23.05%,90,95.3,95.33,7.5,7.52,19.7,2255.1,-0.81,-4.54,-4.82,6.41,48.9%,-,-,14.4%,119.50,111.16,518.49,286.78,1444.55,5018.96,397.21
